"Facility","Last Inspection Date","Score","Description","Address","City","Zip","Phone"
"CHEVY CHASE VILLA SWIMMING POOL",08/20/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","318 W CHEVY CHASE DR ","GLENDALE","91204","818-242-3911"
"CHEVY CHASE VILLA",08/20/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","318 W CHEVY CHASE DR ","GLENDALE","91204","818-242-3911"
"CASTLEBOW",03/09/2018,,"CONDO (21-50) UNITS","320 MCHENRY RD ","GLENDALE","91206",""
"VERDUGO VISTA                SPA POOL",04/24/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","320 E STOCKER ST ","GLENDALE","91207","818-500-8054"
"VERDUGO VISTA                SWIMMING POOL",04/24/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","320 E STOCKER ST ","GLENDALE","91207","818-500-8054"
"ACACIA GARDENS                 SWIMMING POOL",06/12/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","624 E ACACIA AVE ","GLENDALE","91205",""
"GLENDALE MANOR",04/23/2018,,"CONDO (51-100) UNITS","501 E MAPLE ST ","GLENDALE","91205",""
"PORTER PLAZA HOA",02/21/2019,,"CONDO (5-10) UNITS","400 S PORTER ST ","GLENDALE","91205",""
"CEDAR MANOR HOA",04/02/2019,,"CONDO (5-10) UNITS","340 N CEDAR ST ","GLENDALE","91206",""
"SINCLAIR GARDENS             SPA POOL",08/07/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","121 N SINCLAIR AVE ","GLENDALE","91206","818-500-2809"
"MOTEL SAKURA",07/16/2019,,"HOTEL (21-50) ROOMS","1500 E COLORADO ST ","GLENDALE","91205-1514","818-243-8999"
"728 E WINDSOR RD APTS SWIMMING POOL",03/22/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","728 E WINDSOR RD ","GLENDALE","91205","818-545-1135"
"(ALSO 2159 CLIFFORD)",12/18/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1840 GLENDALE BLVD ","LOS ANGELES","90026",""
"ACACIA GARDENS",06/12/2019,,"CONDO (21-50) UNITS","624 E ACACIA AVE ","GLENDALE","91205",""
"2339 GLENDALE BLVD APTS",09/20/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","2339 GLENDALE BLVD ","LOS ANGELES","90039",""
"DAYS INN",07/03/2019,,"HOTEL (101 + ) ROOMS","450 W PIONEER DR","GLENDALE","91203-1713","818-956-0202"
"PARAMOUNT REAL ESTATE SPA POOL",06/18/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","618 N HOWARD ST ","GLENDALE","91206","818-542-3065"
"IVY PARK ASSOC",04/29/2019,,"CONDO (5-10) UNITS","425 IVY ST ","GLENDALE","91204",""
"GLENDALE LODGE",03/07/2019,,"HOTEL (51-100) ROOMS","1510 E COLORADO ST ","GLENDALE","91205-1514",""
"512 E MAPLE ST APTS",09/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","512 E MAPLE ST ","GLENDALE","91205",""
"WINCHESTER HOA               SWIMMING POOL",06/11/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","1162 WINCHESTER AVE ","GLENDALE","91202",""
"OWNERS ASSOC INC",01/08/2019,,"CONDO (11-20) UNITS","1433 ROCK GLEN AVE ","GLENDALE","91205",""
"1422 ROCK GLEN AVE HOA",06/21/2018,,"CONDO (51-100) UNITS","1422 ROCK GLEN AVE ","GLENDALE","91205","818-500-8731"
"129 CARR DR",07/03/2018,,"CONDO (5-10) UNITS","129 CARR DR ","GLENDALE","91205",""
"1245 ORANGE GROVE, INC.",03/16/2018,,"CONDO (11-20) UNITS","1245 ORANGE GROVE AVE","GLENDALE","91203","818-546-1212"
"1600 ROCK GLEN AVE HOA",01/17/2019,,"CONDO (5-10) UNITS","1600 ROCK GLEN AVE ","GLENDALE","91205",""
"EMBASSY HOA",06/21/2019,,"CONDO (11-20) UNITS","1011 E CALIFORNIA AVE ","GLENDALE","91206",""
"CONDOMINIUM ADMIN CO",07/05/2018,,"CONDO (11-20) UNITS","1502 ROCK GLEN AVE ","GLENDALE","91205",""
"812 REEVES PL APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","812 REEVES PL ","GLENDALE","91205","818-246-5691"
"1231 ROMULUS DR APTS",04/12/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1231 ROMULUS DR ","GLENDALE","91205",""
"HOTEL HOYOS",02/22/2019,,"HOTEL (11-20) ROOMS","1215 E CALIFORNIA AVE ","GLENDALE","91206-3836","818-242-8156"
"1807 GLENDALE BLVD APTS",12/18/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1807 GLENDALE BLVD ","LOS ANGELES","90026","323-660-4060"
"MFD",05/07/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","831 GLENDALE BLVD","LOS ANGELES","90026",""
"407 N JACKSON ST APTS",10/25/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","407 N JACKSON ST ","GLENDALE","91206",""
"529 W CALIFORNIA AVE APTS",09/05/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","529 W CALIFORNIA AVE ","GLENDALE","91203",""
"330 W DORAN ST APTS",09/13/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","330 W DORAN ST ","GLENDALE","91203",""
"CRESCENTA VALLEY ARMENIAN CT SWIMMING POOL",04/23/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","2633 HONOLULU AVE ","GLENDALE","91020-1706","818-248-1100"
"SPA PURA SPA POOL",03/18/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","2270 HONOLULU AVE ","GLENDALE","91020-2133",""
"1169 RAYMOND AVE APTS",12/14/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1169 RAYMOND AVE ","GLENDALE","91201",""
"1067 GROVER AVE APTS",05/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1067 GROVER AVE ","GLENDALE","91201","818-247-7148"
"REGALODGE MOTEL",04/23/2019,,"HOTEL (21-50) ROOMS","200 W COLORADO ST ","GLENDALE","91204-1306","000-246-7321"
"617 W STOCKER ST APTS",10/26/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","617 W STOCKER ST ","GLENDALE","91202","213-400-4200"
"432 W STOCKER ST APTS",09/04/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","432 W STOCKER ST ","GLENDALE","91202","818-877-4282"
"1729 GLENDALE BLVD APTS",08/22/2017,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1729 GLENDALE BLVD ","LOS ANGELES","90026","310-890-5688"
"600 E LEXINGTON DR APTS",08/20/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","600 E LEXINGTON DR ","GLENDALE","91206","818-246-1339"
"621 N KENWOOD ST APTS",09/05/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","621 N KENWOOD ST ","GLENDALE","91206","818-500-0303"
"3335 TRIANGLE PL APTS",11/07/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","3335 TRIANGLE PL ","GLENDALE","91208","818-500-0410"
"2034 E CHEVY CHASE DR APTS",11/15/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","2034 E CHEVY CHASE DR ","GLENDALE","91206","323-664-3039"
"130 N BELMONT ST APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","130 N BELMONT ST ","GLENDALE","91206",""
"122 N. ADAMS ST - POOL",08/23/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","122 N ADAMS ST ","GLENDALE","91206","818-242-3543"
"THE VAGABOND INN SWIMMING POOL",02/21/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","120 W COLORADO ST ","GLENDALE","91204-1304","213-284-7500"
"REGALODGE MOTEL SWIMMING POOL",02/21/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","200 W COLORADO ST ","GLENDALE","91204-1306","000-246-7321"
"XILO HOTEL - SWIMMING POOL",02/21/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","326 E COLORADO ST ","GLENDALE","91205-1633","818-246-7401"
"1323 N COLUMBUS AVE APTS",12/20/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1323 N COLUMBUS AVE ","GLENDALE","91202",""
"BELMONT PLAZA APARTMENTS SPA POOL",07/27/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","201 N BELMONT ST ","GLENDALE","91206","818-243-1020"
"BELMONT PLAZA APARTMENTS",07/27/2018,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","201 N BELMONT ST ","GLENDALE","91206","818-243-1020"
"1736 HOLLY DR APTS",08/31/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1736 HOLLY DR ","GLENDALE","91206",""
"CAMDEN GLENDALE",10/23/2018,,"MULTIPLE FAMILY DWELLING (101 + ) UNITS","3900 SAN FERNANDO RD","GLENDALE","91204","949-427-4674"
"CAMDEN GLENDALE - SWIMMING POOL",10/23/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","3900 SAN FERNANDO RD","GLENDALE","91204","949-427-4674"
"CAMDEN GLENDALE - SPA",10/23/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","3900 SAN FERNANDO RD","GLENDALE","91204","949-427-4674"
"YMCA OF GLENDALE SWIMMING POOL",01/09/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","130 N LOUISE ST ","GLENDALE","91206-4226",""
"YMCA OF GLENDALE SPA POOL",01/09/2019,,"PUBLIC SWIMMING POOL MODERATE RISK ADDL","130 N LOUISE ST ","GLENDALE","91206-4226",""
"YMCA OF GLENDALE SWIMMING POOL",01/09/2019,,"PUBLIC SWIMMING POOL MODERATE RISK ADDL","130 N LOUISE ST ","GLENDALE","91206-4226",""
"YMCA OF GLENDALE SPA POOL",01/09/2019,,"PUBLIC SWIMMING POOL MODERATE RISK ADDL","130 N LOUISE ST ","GLENDALE","91206-4226",""
"524 E ELK AVE APTS",07/11/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","524 E ELK AVE ","GLENDALE","91205","818-546-8613"
"331 E CHESTNUT ST APTS",07/31/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","331 E CHESTNUT ST ","GLENDALE","91205",""
"2001 E CHEVY CHASE DR APTS",11/15/2018,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","2001 E CHEVY CHASE DR ","GLENDALE","91206","818-662-5050"
"EXTENDED STAY AMERICA #9614",08/16/2019,,"HOTEL (51-100) ROOMS","1377 W GLENOAKS BLVD ","GLENDALE","91201-1983","818-956-6665"
"ASCENCIA",09/10/2019,,"INTERIM HOUSING FACILITY (26-50) BEDS","1851 TYBURN ST","GLENDALE","91204","818-246-7900"
"608 S CHEVY CHASE DR APTS",04/23/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","608 S CHEVY CHASE DR ","GLENDALE","91205",""
"BROADVIEW RESIDENTIAL CARE",02/07/2019,,"BOARDING HOME (51 + ) PERSONS","535 W BROADWAY ","GLENDALE","91204-1131","818-246-4951"
"468 W ELK AVE APTS",06/14/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","468 W ELK AVE ","GLENDALE","91204",""
"CEDAR ARMS",10/11/2018,,"HOTEL (11-20) ROOMS","109 S CEDAR ST ","GLENDALE","91205-1207","818-207-0633"
"236 N CEDAR ST APTS",10/09/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","236 N CEDAR ST ","GLENDALE","91206","818-247-4967"
"615 S GLENDALE AVE APTS",10/12/2018,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","615 S GLENDALE AVE ","GLENDALE","91205","323-227-1605"
"520 E ELK AVE APTS",06/14/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","520 E ELK AVE ","GLENDALE","91205","818-546-8613"
"454 HAWTHORNE ST APTS",02/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","454 HAWTHORNE ST ","GLENDALE","91204",""
"135 N CEDAR ST APTS",08/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","135 N CEDAR ST ","GLENDALE","91206","818-248-7422"
"450 HAWTHORNE ST APTS",02/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","450 HAWTHORNE ST ","GLENDALE","91204",""
"2305 GLENDALE BLVD APTS",09/20/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","2305 GLENDALE BLVD ","LOS ANGELES","90039","323-913-9238"
"1042 SPAZIER AVE APTS",10/25/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1042 SPAZIER AVE ","GLENDALE","91201",""
"1017 ALLEN AVE APTS",07/31/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1017 ALLEN AVE ","GLENDALE","91201","818-843-5951"
"418 ALLEN AVE APTS",09/25/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","418 ALLEN AVE ","GLENDALE","91201","818-240-5878"
"EMBASSY SUITES- LA GLENDALE SWIMMING POOL",01/14/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","800 N CENTRAL AVE ","GLENDALE","91203-1204","818-550-0828"
"EMBASSY SUITES- LA GLENDALE SPA POOL",01/14/2019,,"PUBLIC SWIMMING POOL MODERATE RISK ADDL","800 N CENTRAL AVE ","GLENDALE","91203-1204","818-550-0828"
"351 SALEM ST APTS",03/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","351 SALEM ST ","GLENDALE","91203",""
"VICTORY MOTEL",08/07/2019,,"HOTEL (11-20) ROOMS","1722 VICTORY BLVD ","GLENDALE","91201-2862","818-242-7052"
"TROPICO MOTEC",08/16/2019,,"HOTEL (11-20) ROOMS","401 W CHEVY CHASE DR ","GLENDALE","91204-2204","818-242-5098"
"CASA VAQUERO APTS SWIMMING POOL",02/07/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","1630 CALLE VAQUERO ","GLENDALE","91208","818-242-2928"
"CASA VAQUERO APTS",02/07/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","1630 CALLE VAQUERO ","GLENDALE","91208","818-242-2928"
"727 E ACACIA AVE APTS",11/19/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","727 E ACACIA AVE ","GLENDALE","91205","818-790-3343"
"505 N KENWOOD ST APTS",07/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","505 N KENWOOD ST ","GLENDALE","91206","818-246-1358"
"1023 THOMPSON AVE APTS",11/20/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1023 THOMPSON AVE ","GLENDALE","91201","818-240-4828"
"1122 N COLUMBUS AVE APTS",09/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1122 N COLUMBUS AVE ","GLENDALE","91202",""
"XILO HOTEL",02/01/2019,,"HOTEL (21-50) ROOMS","326 E COLORADO ST ","GLENDALE","91205-1633","818-246-7401"
"HOTEL BRANDWOOD",02/07/2019,,"HOTEL (21-50) ROOMS","339 1/2 N BRAND BLVD","GLENDALE","91203-2303","818-244-3820"
"EMBASSY SUITES LA GLENDALE",02/27/2019,,"HOTEL (101 + ) ROOMS","800 N CENTRAL AVE ","GLENDALE","91203-1204","818-550-0828"
"1000 ORANGE GROVE AVE APTS",08/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1000 ORANGE GROVE AVE ","GLENDALE","91205",""
"PINK MIRIAM",02/01/2019,,"BOARDING HOME (16-50) PERSONS","1250 BOYNTON ST ","GLENDALE","91205-3451","818-246-9000"
"GLENPARK RESIDENCES INC",02/01/2019,,"BOARDING HOME (16-50) PERSONS","1220 MARIPOSA ST ","GLENDALE","91205-3254","818-242-9000"
"SCHOLL CANYON ESTATES",02/28/2019,,"BOARDING HOME (51 + ) PERSONS","1551 E CHEVY CHASE DR","GLENDALE","91206","360-213-1550"
"214 E LOMITA AVE APTS",11/01/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","214 E LOMITA AVE ","GLENDALE","91205",""
"435 W GLENOAKS BLVD APTS",01/29/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","435 W GLENOAKS BLVD ","GLENDALE","91202","818-242-9181"
"327 N SINCLAIR AVE APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","327 N SINCLAIR AVE ","GLENDALE","91206","818-241-4429"
"324 WESTERN AVE APTS",02/01/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","324 WESTERN AVE ","GLENDALE","91201",""
"247 N JACKSON ST APTS",03/07/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","247 N JACKSON ST ","GLENDALE","91206",""
"APTS",09/11/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","300 N CENTRAL AVE","GLENDALE","91203",""
"APTS - SWIMMING POOL",09/11/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","300 N CENTRAL AVE","GLENDALE","91203",""
"APTS - SPA",09/11/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","300 N CENTRAL AVE","GLENDALE","91203",""
"214 E CHESTNUT ST APTS",07/31/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","214 E CHESTNUT ST ","GLENDALE","91205","818-755-0090"
"347 SALEM ST APTS",03/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","347 SALEM ST ","GLENDALE","91203",""
"MODERA GLENDALE",02/06/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","600 N CENTRAL AVE","GLENDALE","91203","818-551-0055"
"MODERA GLENDALE - SWIMMING POOL",02/06/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","600 N CENTRAL AVE","GLENDALE","91203","818-551-0055"
"MODERA GLENDALE - SPA POOL",02/06/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","600 N CENTRAL AVE","GLENDALE","91203","818-551-0055"
"YWCA OF GLENDALE SWIMMING POOL",10/24/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","735 E LEXINGTON DR ","GLENDALE","91206-3752",""
"MANHATTAN MOTEL",02/22/2019,,"HOTEL (21-50) ROOMS","1523 E COLORADO ST ","GLENDALE","91205-1513","818-243-7126"
"246 W STOCKER ST APTS",09/04/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","246 W STOCKER ST ","GLENDALE","91202","818-291-9386"
"431 E CHEVY CHASE DR",08/12/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","431 E CHEVY CHASE DR","GLENDALE","91205-3236",""
"CHEVY OAKS TOWNHOMES SWIMMING POOL",08/02/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","657 CHEVY OAKS DR ","GLENDALE","91206-1720",""
"CLASSIC FAMILY SPA-SPA #1",09/12/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","125 W LOS FELIZ RD ","GLENDALE","91204-2823",""
"CLASSIC FAMILY SPA - SPA #2",09/12/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","125 W LOS FELIZ RD ","GLENDALE","91204-2823",""
"540 W WILSON AVE APTS",06/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","540 W WILSON AVE ","GLENDALE","91203",""
"500 W WILSON AVE APTS",06/26/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","500 W WILSON AVE ","GLENDALE","91203",""
"1001 E CALIFORNIA AVE APTS",11/08/2018,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1001 E CALIFORNIA AVE ","GLENDALE","91206","818-246-7984"
"401 W DRYDEN ST APTS",12/24/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","401 W DRYDEN ST ","GLENDALE","91202","818-243-6549"
"715 E CHEVY CHASE DR APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","715 E CHEVY CHASE DR ","GLENDALE","91205",""
"907 1/2 GLENDALE BLVD APTS",05/08/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","907 1/2 GLENDALE BLVD ","LOS ANGELES","90026",""
"827 GLENDALE BLVD APTS",05/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","827 GLENDALE BLVD ","LOS ANGELES","90026","213-484-8880"
"719 E ACACIA AVE APTS",11/19/2018,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","719 E ACACIA AVE","GLENDALE","91205","818-913-5825"
"GLEN CAPRI MOTEL",03/05/2019,,"HOTEL (21-50) ROOMS","6700 SAN FERNANDO RD ","GLENDALE","91201-1705","818-244-8434"
"WINDSOR MANOR",05/23/2019,,"BOARDING HOME (51 + ) PERSONS","1230 E WINDSOR RD ","GLENDALE","91205-2656","818-244-7219"
"1335 E HARVARD ST APTS",07/11/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1335 E HARVARD ST ","GLENDALE","91205","818-247-9301"
"200 W WILSON AVE APTS",07/27/2018,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","200 W WILSON AVE","GLENDALE","91203",""
"200 W WILSON AVE APTS - SPA POOL",09/11/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","200 W WILSON AVE","GLENDALE","91203",""
"LEXINGTON APARTMENTS",09/17/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1116 E LEXINGTON DR ","GLENDALE","91206","818-507-9467"
"828 W GLENOAKS BLVD APTS",08/27/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","828 W GLENOAKS BLVD ","GLENDALE","91202","818-843-3114"
"1221 E COLORADO BLVD APTS",06/05/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1221 E COLORADO BLVD ","GLENDALE","91205",""
"400 PAULA AVE APTS SWIMMING POOL",07/01/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","400 PAULA AVE ","GLENDALE","91201","818-247-5500"
"431 VINE ST APTS",05/16/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","431 VINE ST ","GLENDALE","91204",""
"1151 RAYMOND AVE APTS",09/14/2018,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1151 RAYMOND AVE ","GLENDALE","91201","818-626-6742"
"GLEN TERRA ASSISTED LIVING",01/11/2019,,"BOARDING HOME (51 + ) PERSONS","917 LOUISE ST","GLENDALE","91207","818-291-9220"
"224 N BELMONT ST APTS",07/16/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","224 N BELMONT ST ","GLENDALE","91206","818-792-7800"
"1420 BARRINGTON WY APTS",09/18/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1420 BARRINGTON WY ","GLENDALE","91206",""
"625 RALEIGH ST APTS",12/07/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","625 RALEIGH ST ","GLENDALE","91205",""
"350 W LOMITA AVE APTS",03/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","350 W LOMITA AVE ","GLENDALE","91204",""
"412 PIEDMONT AVE APTS",02/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","412 PIEDMONT AVE ","GLENDALE","91206","310-207-9965"
"1055 THOMPSON AVE APTS",11/28/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1055 THOMPSON AVE ","GLENDALE","91201","818-244-6458"
"1024 LINDEN AVE APTS",03/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1024 LINDEN AVE ","GLENDALE","91201",""
"CHEVY OAKS VILLA SWIMMING POOL",10/22/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","1595 E CHEVY CHASE DR ","GLENDALE","91206","818-244-3372"
"CHEVY OAKS VILLA",10/22/2018,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","1595 E CHEVY CHASE DR ","GLENDALE","91206","818-244-3372"
"121 MAGNOLIA AVE APTS",01/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","121 MAGNOLIA AVE ","GLENDALE","91204",""
"345 BURCHETT ST APTS",01/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","345 BURCHETT ST ","GLENDALE","91203",""
"1233 E WILSON AVE APTS",03/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1233 E WILSON AVE ","GLENDALE","91206","818-240-1283"
"1300 N CENTRAL AVE APTS",07/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1300 N CENTRAL AVE ","GLENDALE","91202",""
"2512 CANADA BLVD APTS",07/29/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","2512 CANADA BLVD ","GLENDALE","91208","818-500-7282"
"1808 OAKWOOD AVE APTS",10/11/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1808 OAKWOOD AVE ","GLENDALE","91208",""
"THE VERDUGOS",02/14/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1550 N VERDUGO RD ","GLENDALE","91208",""
"1308 E HARVARD ST APTS",08/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1308 E HARVARD ST ","GLENDALE","91205",""
"INACTIVE",06/20/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1008 E GARFIELD AVE ","GLENDALE","91205","818-247-4652"
"1173 JUSTIN AVE APTS",03/20/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1173 JUSTIN AVE ","GLENDALE","91201","818-820-4654"
"429 W GARFIELD AVE APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","429 W GARFIELD AVE ","GLENDALE","91204","818-846-8204"
"615 S COLUMBUS AVE APTS",03/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","615 S COLUMBUS AVE ","GLENDALE","91204",""
"1240 MARIPOSA ST APTS",02/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1240 MARIPOSA ST ","GLENDALE","91205",""
"1200 E CALIFORNIA AVE APTS",08/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1200 E CALIFORNIA AVE ","GLENDALE","91206","818-246-7221"
"1021 MELROSE AVE APTS",11/05/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1021 MELROSE AVE ","GLENDALE","91202",""
"1253 S GLENDALE AVE APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1253 S GLENDALE AVE ","GLENDALE","91205",""
"343 RIVERDALE DR APTS",02/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","343 RIVERDALE DR ","GLENDALE","91204",""
"417 W LOS FELIZ BLVD APTS",01/25/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","417 W LOS FELIZ BLVD ","GLENDALE","91204",""
"GLENOAKS PARK WADING POOL FILL AND DRAIN WADING POOL",07/30/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","2531 E GLENOAKS BLVD ","GLENDALE","91206-3056",""
"400 PAULA AVE APTS",07/01/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","400 PAULA AVE ","GLENDALE","91201","818-247-5500"
"STOCKER ARMS APTS",09/04/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","440 W STOCKER ST ","GLENDALE","91202",""
"216 N JACKSON ST APTS",12/21/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","216 N JACKSON ST ","GLENDALE","91206",""
"DAYS INN SWIMMING POOL",01/16/2019,,"PUBLIC SWIMMING POOL MODERATE RISK 1","450 W PIONEER DR","GLENDALE","91203-1713","818-956-0202"
"DAYS INN SPA POOL",01/16/2019,,"PUBLIC SWIMMING POOL MODERATE RISK ADDL","450 W PIONEER DR","GLENDALE","91203-1713","818-956-0202"
